month,day,country,calls,duration,client,total_phonetime
5,2,SAL,5.8564,25.03611,TACA,146.6214746
5,3,SAL,2.9282,10.98075,TACA,32.15383215
5,4,SAL,2.9282,19.76535,TACA,57.87689787
5,5,SAL,1.4641,42.75172,TACA,62.59279325
5,6,SAL,0,57.24631,TACA,0
5,7,SAL,4.3923,0.14641,TACA,0.643076643
5,8,SAL,5.8564,62.37066,TACA,365.2675332
5,9,SAL,0,47.43684,TACA,0
5,10,SAL,0,37.48096,TACA,0
5,11,SAL,4.3923,38.21301,TACA,167.8430038
5,12,SAL,2.9282,57.68554,TACA,168.9147982
5,13,SAL,0,43.77659,TACA,0
5,14,SAL,2.9282,10.83434,TACA,31.72511439
5,15,SAL,2.9282,49.34017,TACA,144.4778858
5,16,SAL,4.3923,19.61894,TACA,86.17227016
5,17,SAL,4.3923,60.61374,TACA,266.2337302
5,18,SAL,4.3923,20.4974,TACA,90.03073002
5,19,SAL,0,21.08304,TACA,0
5,20,SAL,2.9282,2.34256,TACA,6.859484192
5,21,SAL,5.8564,53.73247,TACA,314.6788373
5,1,UK,29.282,64.56681,VirginAtlantic,1890.64533
5,2,UK,2.9282,16.25151,VirginAtlantic,47.58767158
5,3,UK,33.6743,45.09428,VirginAtlantic,1518.518313
5,4,UK,27.8179,34.69917,VirginAtlantic,965.2580411
5,5,UK,4.3923,23.86483,VirginAtlantic,104.8214928
5,6,UK,2.9282,62.37066,VirginAtlantic,182.6337666
5,7,UK,20.4974,44.21582,VirginAtlantic,906.3093489
5,8,UK,26.3538,21.9615,VirginAtlantic,578.7689787
5,9,UK,2.9282,28.98918,VirginAtlantic,84.88611688
5,10,UK,27.8179,13.32331,VirginAtlantic,370.6265052
5,11,UK,7.3205,17.71561,VirginAtlantic,129.687123
5,12,UK,19.0333,24.30406,VirginAtlantic,462.5864652
5,13,UK,26.3538,32.94225,VirginAtlantic,868.1534681
5,14,UK,20.4974,27.8179,VirginAtlantic,570.1946235
5,15,UK,33.6743,18.30125,VirginAtlantic,616.2817829
5,16,UK,4.3923,6.88127,VirginAtlantic,30.22460222
5,18,UK,23.4256,1.75692,VirginAtlantic,41.15690515
5,19,UK,11.7128,58.71041,VirginAtlantic,687.6632902
5,20,UK,5.8564,37.92019,VirginAtlantic,222.0758007
5,21,UK,23.4256,59.88169,VirginAtlantic,1402.764517
6,1,CHI,14.49459,65.708808,AirChina,952.4222313
6,2,CHI,25.76816,67.480369,AirChina,1738.844945
6,3,CHI,14.49459,10.468315,AirChina,151.7339339
6,4,CHI,8.05255,19.970324,AirChina,160.8120325
6,5,CHI,3.22102,60.233074,AirChina,194.011936
6,6,CHI,12.88408,3.059969,AirChina,39.42488539
6,9,CHI,19.32612,23.191344,AirChina,448.1986971
6,10,CHI,35.43122,71.828746,AirChina,2544.980102
6,11,CHI,12.88408,63.615145,AirChina,819.6226174
6,12,CHI,22.54714,70.701389,AirChina,1594.114116
6,13,CHI,11.27357,27.700772,AirChina,312.2865922
6,14,CHI,30.59969,14.011437,AirChina,428.7456287
6,15,CHI,16.1051,54.113136,AirChina,871.4974666
6,16,CHI,28.98918,2.254714,AirChina,65.36230999
6,17,CHI,3.22102,34.948067,AirChina,112.5684228
6,18,CHI,9.66306,45.738484,AirChina,441.9737152
6,19,CHI,32.2102,23.996599,AirChina,772.9352531
6,20,CHI,8.05255,3.704173,AirChina,29.82803829
6,1,FRA,30.59969,71.506644,AirFrance,2188.081139
6,2,FRA,6.44204,49.281606,AirFrance,317.4740771
6,3,FRA,14.49459,9.179907,AirFrance,133.0589882
6,4,FRA,6.44204,53.14683,AirFrance,342.3740047
6,5,FRA,37.04173,63.776196,AirFrance,2362.380633
6,6,FRA,12.88408,66.997216,AirFrance,863.1974907
6,7,FRA,25.76816,24.479752,AirFrance,630.7981663
6,8,FRA,0,19.970324,AirFrance,0
6,9,FRA,3.22102,30.116537,AirFrance,97.00596801
6,10,FRA,32.2102,39.296444,AirFrance,1265.746321
6,11,FRA,19.32612,33.498608,AirFrance,647.398118
6,12,FRA,19.32612,28.667078,AirFrance,554.0233895
6,13,FRA,17.71561,2.898918,AirFrance,51.35610071
6,14,FRA,40.26275,17.393508,AirFrance,700.3104642
6,15,FRA,27.37867,19.970324,AirFrance,546.7609106
6,17,FRA,20.93663,42.839566,AirFrance,896.9161427
6,18,FRA,3.22102,43.966923,AirFrance,141.6183383
6,19,FRA,35.43122,28.183925,AirFrance,998.5908471
6,20,FRA,37.04173,36.075424,AirFrance,1336.296115
6,21,FRA,3.22102,20.614528,AirFrance,66.39980698
6,1,JPO,24.15765,56.689952,AirJapan,1369.496019
6,2,JPO,33.82071,29.472333,AirJapan,996.7752274
6,3,JPO,33.82071,63.131992,AirJapan,2135.168793
6,4,JPO,17.71561,35.43122,AirJapan,627.6856753
6,5,JPO,30.59969,8.535703,AirJapan,261.1898657
6,6,JPO,6.44204,19.004018,AirJapan,122.4246441
6,7,JPO,16.1051,44.127974,AirJapan,710.6854341
6,8,JPO,28.98918,50.570014,AirJapan,1465.983238
6,9,JPO,17.71561,40.906954,AirJapan,724.6916434
6,10,JPO,9.66306,31.404945,AirJapan,303.4678678
6,11,JPO,8.05255,55.884697,AirJapan,450.0143168
6,12,JPO,9.66306,60.233074,AirJapan,582.035808
6,13,JPO,11.27357,51.697371,AirJapan,582.8139308
6,14,JPO,28.98918,36.236475,AirJapan,1050.465696
6,15,JPO,8.05255,7.569397,AirJapan,60.95294781
6,16,JPO,14.49459,68.607726,AirJapan,994.4408592
6,17,JPO,37.04173,5.153632,AirJapan,190.8994451
6,18,JPO,4.83153,55.884697,AirJapan,270.0085901
6,19,JPO,4.83153,42.839566,AirJapan,206.9806483
6,20,JPO,11.27357,46.543739,AirJapan,524.7140997
6,1,MEX,4.83153,6.280989,AirMexico,30.34678678
6,2,MEX,16.1051,31.727047,AirMexico,510.9672646
6,3,MEX,8.05255,51.214218,AirMexico,412.4050512
6,4,MEX,12.88408,69.090879,AirMexico,890.1724123
6,5,MEX,11.27357,49.442657,AirMexico,557.3952547
6,6,MEX,1.61051,31.565996,AirMexico,50.83735222
6,7,MEX,9.66306,62.487788,AirMexico,603.8232447
6,8,MEX,6.44204,71.828746,AirMexico,462.7236549
6,9,MEX,12.88408,16.427202,AirMexico,211.6493847
6,10,MEX,8.05255,31.565996,AirMexico,254.1867611
6,11,MEX,9.66306,43.966923,AirMexico,424.855015
6,12,MEX,3.22102,49.120555,AirMexico,158.2182901
6,13,MEX,4.83153,26.573415,AirMexico,128.3902518
6,14,MEX,3.22102,64.903553,AirMexico,209.0556423
6,15,MEX,3.22102,30.277588,AirMexico,97.5247165
6,18,MEX,14.49459,53.468932,AirMexico,775.0102471
6,19,MEX,3.22102,46.543739,AirMexico,149.9183142
6,20,MEX,4.83153,2.576816,AirMexico,12.44996381
6,21,MEX,9.66306,49.92581,AirMexico,482.4360976
6,1,ITA,32.2102,59.427819,Alitalia,1914.181936
6,2,ITA,1.61051,64.259349,Alitalia,103.4903242
6,3,ITA,37.04173,14.333539,Alitalia,530.9390816
6,4,ITA,11.27357,64.742502,Alitalia,729.8791283
6,5,ITA,4.83153,52.502626,Alitalia,253.6680126
6,6,ITA,11.27357,65.869859,Alitalia,742.5884663
6,7,ITA,30.59969,51.697371,Alitalia,1581.923526
6,8,ITA,33.82071,11.595672,Alitalia,392.17386
6,9,ITA,8.05255,56.206799,Alitalia,452.6080593
6,10,ITA,35.43122,15.299845,Alitalia,542.0921742
6,11,ITA,28.98918,1.288408,Alitalia,37.34989143
6,12,ITA,24.15765,60.394125,Alitalia,1458.980134
6,13,ITA,30.59969,9.018856,Alitalia,275.9741978
6,14,ITA,38.65224,36.719628,Alitalia,1419.295874
6,15,ITA,28.98918,22.708191,Alitalia,658.2918364
6,16,ITA,43.48377,22.869242,Alitalia,994.4408592
6,18,ITA,32.2102,7.730448,Alitalia,248.9992762
6,19,ITA,3.22102,72.150848,Alitalia,232.3993244
6,20,ITA,6.44204,47.671096,Alitalia,307.0991073
6,21,ITA,12.88408,12.400927,Alitalia,159.7745355
6,1,USA,69.25193,56.36785,American,3903.582402
6,2,USA,27.37867,55.884697,American,1530.048677
6,3,USA,41.87326,43.161668,American,1807.319746
6,4,USA,57.97836,53.952085,American,3128.053407
6,5,USA,1.61051,37.524883,American,60.43419932
6,6,USA,32.2102,29.794435,American,959.6847102
6,7,USA,16.1051,47.832147,American,770.3415106
6,8,USA,41.87326,25.929211,American,1085.740594
6,9,USA,4.83153,25.607109,American,123.7215153
6,10,USA,49.92581,10.307264,American,514.5985041
6,11,USA,11.27357,64.4204,American,726.2478888
6,12,USA,37.04173,71.506644,American,2648.7298
6,13,USA,1.61051,13.850386,American,22.30618516
6,14,USA,4.83153,53.14683,American,256.7805035
6,15,USA,28.98918,54.113136,American,1568.69544
6,16,USA,49.92581,71.345593,American,3561.98652
6,17,USA,1.61051,18.681916,American,30.08741254
6,18,USA,53.14683,5.958887,American,316.6959544
6,19,USA,67.64142,65.386706,American,4422.849643
6,20,USA,12.88408,60.877278,American,784.3477199
6,21,USA,46.70479,51.214218,American,2391.949297
6,1,UK,25.76816,18.520865,BA,477.2486127
6,2,UK,8.05255,38.330138,BA,308.6553528
6,3,UK,17.71561,57.656258,BA,1021.415781
6,4,UK,9.66306,55.562595,BA,536.9046892
6,5,UK,14.49459,35.753322,BA,518.2297435
6,6,UK,28.98918,19.970324,BA,578.9233171
6,7,UK,30.59969,69.412981,BA,2124.015701
6,8,UK,16.1051,0.483153,BA,7.78122738
6,9,UK,17.71561,12.078825,BA,213.983753
6,10,UK,8.05255,2.737867,BA,22.04681091
6,11,UK,33.82071,2.576816,BA,87.14974666
6,12,UK,20.93663,52.663677,BA,1102.59992
6,13,UK,27.37867,3.382071,BA,92.59660583
6,14,UK,22.54714,58.944666,BA,1329.033637
6,15,UK,8.05255,47.993198,BA,386.4676266
6,17,UK,40.26275,51.053167,BA,2055.5409
6,18,UK,22.54714,10.146213,BA,228.768085
6,19,UK,11.27357,55.240493,BA,622.7575647
6,20,UK,37.04173,19.487171,BA,721.8385266
6,21,UK,32.2102,44.127974,BA,1421.370868
6,1,DUB,12.88408,16.910355,EmiratesAirlines,217.8743666
6,2,DUB,11.27357,69.090879,EmiratesAirlines,778.9008608
6,3,DUB,32.2102,47.671096,EmiratesAirlines,1535.495536
6,4,DUB,24.15765,34.142812,EmiratesAirlines,824.8101023
6,5,DUB,9.66306,48.959504,EmiratesAirlines,473.0986247
6,6,DUB,8.05255,62.648839,EmiratesAirlines,504.4829085
6,7,DUB,37.04173,11.434621,EmiratesAirlines,423.5581437
6,8,DUB,35.43122,8.857805,EmiratesAirlines,313.8428377
6,9,DUB,20.93663,45.577433,EmiratesAirlines,954.2378511
6,10,DUB,20.93663,54.435238,EmiratesAirlines,1139.690437
6,11,DUB,17.71561,28.344976,EmiratesAirlines,502.1485403
6,12,DUB,6.44204,51.53632,EmiratesAirlines,331.9990349
6,13,DUB,27.37867,33.176506,EmiratesAirlines,908.3286095
6,14,DUB,40.26275,59.910972,EmiratesAirlines,2412.180488
6,15,DUB,17.71561,22.063987,EmiratesAirlines,390.8769887
6,16,DUB,1.61051,56.528901,EmiratesAirlines,91.04036035
6,17,DUB,37.04173,10.146213,EmiratesAirlines,375.8332825
6,18,DUB,3.22102,11.434621,EmiratesAirlines,36.83114293
6,19,DUB,20.93663,62.80989,EmiratesAirlines,1315.027427
6,20,DUB,14.49459,5.636785,EmiratesAirlines,81.70288749
6,21,DUB,22.54714,41.229056,EmiratesAirlines,929.5972977
6,1,HEL,30.59969,56.045748,SwissAir,1714.982515
6,2,HEL,30.59969,58.944666,SwissAir,1803.688507
6,3,HEL,14.49459,31.243894,SwissAir,452.8674335
6,4,HEL,1.61051,29.150231,SwissAir,46.94673853
6,5,HEL,12.88408,11.595672,SwissAir,149.3995657
6,6,HEL,1.61051,60.233074,SwissAir,97.00596801
6,7,HEL,22.54714,59.58887,SwissAir,1343.558594
6,8,HEL,19.32612,66.675114,SwissAir,1288.571254
6,9,HEL,4.83153,71.345593,SwissAir,344.7083729
6,10,HEL,32.2102,62.487788,SwissAir,2012.744149
6,11,HEL,16.1051,50.408963,SwissAir,811.84139
6,12,HEL,32.2102,28.506027,SwissAir,918.1848309
6,13,HEL,19.32612,12.400927,SwissAir,239.6618033
6,14,HEL,24.15765,16.910355,SwissAir,408.5144375
6,15,HEL,30.59969,62.004635,SwissAir,1897.32261
6,16,HEL,24.15765,17.554559,SwissAir,424.0768922
6,17,HEL,4.83153,28.183925,SwissAir,136.1714792
6,18,HEL,20.93663,12.078825,SwissAir,252.8898899
6,19,HEL,17.71561,45.416382,SwissAir,804.5789111
6,20,HEL,0,19.648222,SwissAir,0
6,21,HEL,14.49459,0.966306,SwissAir,14.00620928
6,1,SAL,1.61051,48.476351,TACA,78.07164805
6,2,SAL,6.44204,27.539721,TACA,177.4119843
6,3,SAL,3.22102,12.078825,TACA,38.9061369
6,4,SAL,3.22102,21.741885,TACA,70.03104642
6,5,SAL,1.61051,47.026892,TACA,75.73727983
6,6,SAL,0,62.970941,TACA,0
6,7,SAL,4.83153,0.161051,TACA,0.778122738
6,8,SAL,6.44204,68.607726,TACA,441.9737152
6,9,SAL,0,52.180524,TACA,0
6,10,SAL,0,41.229056,TACA,0
6,11,SAL,4.83153,42.034311,TACA,203.0900346
6,12,SAL,3.22102,63.454094,TACA,204.3869059
6,13,SAL,0,48.154249,TACA,0
6,14,SAL,3.22102,11.917774,TACA,38.38738841
6,15,SAL,3.22102,54.274187,TACA,174.8182418
6,16,SAL,4.83153,21.580834,TACA,104.2684469
6,17,SAL,4.83153,66.675114,TACA,322.1428135
6,18,SAL,4.83153,22.54714,TACA,108.9371833
6,19,SAL,0,23.191344,TACA,0
6,20,SAL,3.22102,2.576816,TACA,8.299975872
6,21,SAL,6.44204,59.105717,TACA,380.7613931
6,1,UK,32.2102,71.023491,VirginAtlantic,2287.68085
6,2,UK,3.22102,17.876661,VirginAtlantic,57.58108261
6,3,UK,37.04173,49.603708,VirginAtlantic,1837.407159
6,4,UK,30.59969,38.169087,VirginAtlantic,1167.96223
6,5,UK,4.83153,26.251313,VirginAtlantic,126.8340063
6,6,UK,3.22102,68.607726,VirginAtlantic,220.9868576
6,7,UK,22.54714,48.637402,VirginAtlantic,1096.634312
6,8,UK,28.98918,24.15765,VirginAtlantic,700.3104642
6,9,UK,3.22102,31.888098,VirginAtlantic,102.7122014
6,10,UK,30.59969,14.655641,VirginAtlantic,448.4580714
6,11,UK,8.05255,19.487171,VirginAtlantic,156.9214188
6,12,UK,20.93663,26.734466,VirginAtlantic,559.7296229
6,13,UK,28.98918,36.236475,VirginAtlantic,1050.465696
6,14,UK,22.54714,30.59969,VirginAtlantic,689.9354944
6,15,UK,37.04173,20.131375,VirginAtlantic,745.7009573
6,16,UK,4.83153,7.569397,VirginAtlantic,36.57176869
6,18,UK,25.76816,1.932612,VirginAtlantic,49.79985523
6,19,UK,12.88408,64.581451,VirginAtlantic,832.0725812
6,20,UK,6.44204,41.712209,VirginAtlantic,268.7117189
6,21,UK,25.76816,65.869859,VirginAtlantic,1697.345066
7,1,CHI,15.944049,72.2796888,AirChina,1152.4309
7,2,CHI,28.344976,74.2284059,AirChina,2104.002384
7,3,CHI,15.944049,11.5151465,AirChina,183.59806
7,4,CHI,8.857805,21.9673564,AirChina,194.5825594
7,5,CHI,3.543122,66.2563814,AirChina,234.7544426
7,6,CHI,14.172488,3.3659659,AirChina,47.70411133
7,9,CHI,21.258732,25.5104784,AirChina,542.3204235
7,10,CHI,38.974342,79.0116206,AirChina,3079.425923
7,11,CHI,14.172488,69.9766595,AirChina,991.743367
7,12,CHI,24.801854,77.7715279,AirChina,1928.87808
7,13,CHI,12.400927,30.4708492,AirChina,377.8667766
7,14,CHI,33.659659,15.4125807,AirChina,518.7822107
7,15,CHI,17.71561,59.5244496,AirChina,1054.511935
7,16,CHI,31.888098,2.4801854,AirChina,79.08839509
7,17,CHI,3.543122,38.4428737,AirChina,136.2077915
7,18,CHI,10.629366,50.3123324,AirChina,534.7881954
7,19,CHI,35.43122,26.3962589,AirChina,935.2516563
7,20,CHI,8.857805,4.0745903,AirChina,36.09192633
7,1,FRA,33.659659,78.6573084,AirFrance,2647.578179
7,2,FRA,7.086244,54.2097666,AirFrance,384.1436333
7,3,FRA,15.944049,10.0978977,AirFrance,161.0013757
7,4,FRA,7.086244,58.461513,AirFrance,414.2725457
7,5,FRA,40.745903,70.1538156,AirFrance,2858.480566
7,6,FRA,14.172488,73.6969376,AirFrance,1044.468964
7,7,FRA,28.344976,26.9277272,AirFrance,763.2657812
7,8,FRA,0,21.9673564,AirFrance,0
7,9,FRA,3.543122,33.1281907,AirFrance,117.3772213
7,10,FRA,35.43122,43.2260884,AirFrance,1531.553048
7,11,FRA,21.258732,36.8484688,AirFrance,783.3517228
7,12,FRA,21.258732,31.5337858,AirFrance,670.3683013
7,13,FRA,19.487171,3.1888098,AirFrance,62.14088186
7,14,FRA,44.289025,19.1328588,AirFrance,847.3756617
7,15,FRA,30.116537,21.9673564,AirFrance,661.5807018
7,17,FRA,23.030293,47.1235226,AirFrance,1085.268533
7,18,FRA,3.543122,48.3636153,AirFrance,171.3581894
7,19,FRA,38.974342,31.0023175,AirFrance,1208.294925
7,20,FRA,40.745903,39.6829664,AirFrance,1616.9183
7,21,FRA,3.543122,22.6759808,AirFrance,80.34376644
7,1,JPO,26.573415,62.3589472,AirJapan,1657.090183
7,2,JPO,37.202781,32.4195663,AirJapan,1206.098025
7,3,JPO,37.202781,69.4451912,AirJapan,2583.55424
7,4,JPO,19.487171,38.974342,AirJapan,759.4996672
7,5,JPO,33.659659,9.3892733,AirJapan,316.0397375
7,6,JPO,7.086244,20.9044198,AirJapan,148.1338194
7,7,JPO,17.71561,48.5407714,AirJapan,859.9293752
7,8,JPO,31.888098,55.6270154,AirJapan,1773.839719
7,9,JPO,19.487171,44.9976494,AirJapan,876.8768885
7,10,JPO,10.629366,34.5454395,AirJapan,367.1961201
7,11,JPO,8.857805,61.4731667,AirJapan,544.5173234
7,12,JPO,10.629366,66.2563814,AirJapan,704.2633277
7,13,JPO,12.400927,56.8671081,AirJapan,705.2048562
7,14,JPO,31.888098,39.8601225,AirJapan,1271.063493
7,15,JPO,8.857805,8.3263367,AirJapan,73.75306685
7,16,JPO,15.944049,75.4684986,AirJapan,1203.27344
7,17,JPO,40.745903,5.6689952,AirJapan,230.9883285
7,18,JPO,5.314683,61.4731667,AirJapan,326.710394
7,19,JPO,5.314683,47.1235226,AirJapan,250.4465845
7,20,JPO,12.400927,51.1981129,AirJapan,634.9040606
7,1,MEX,5.314683,6.9090879,AirMexico,36.71961201
7,2,MEX,17.71561,34.8997517,AirMexico,618.2703902
7,3,MEX,8.857805,56.3356398,AirMexico,499.0101119
7,4,MEX,14.172488,75.9999669,AirMexico,1077.108619
7,5,MEX,12.400927,54.3869227,AirMexico,674.4482582
7,6,MEX,1.771561,34.7225956,AirMexico,61.51319618
7,7,MEX,10.629366,68.7365668,AirMexico,730.6261261
7,8,MEX,7.086244,79.0116206,AirMexico,559.8956224
7,9,MEX,14.172488,18.0699222,AirMexico,256.0957555
7,10,MEX,8.857805,34.7225956,AirMexico,307.5659809
7,11,MEX,10.629366,48.3636153,AirMexico,514.0745681
7,12,MEX,3.543122,54.0326105,AirMexico,191.444131
7,13,MEX,5.314683,29.2307565,AirMexico,155.3522046
7,14,MEX,3.543122,71.3939083,AirMexico,252.9573272
7,15,MEX,3.543122,33.3053468,AirMexico,118.004907
7,18,MEX,15.944049,58.8158252,AirMexico,937.762399
7,19,MEX,3.543122,51.1981129,AirMexico,181.4011602
7,20,MEX,5.314683,2.8344976,AirMexico,15.06445621
7,21,MEX,10.629366,54.918391,AirMexico,583.7476781
7,1,ITA,35.43122,65.3706009,Alitalia,2316.160142
7,2,ITA,1.771561,70.6852839,Alitalia,125.2232922
7,3,ITA,40.745903,15.7668929,Alitalia,642.4362887
7,4,ITA,12.400927,71.2167522,Alitalia,883.1537452
7,5,ITA,5.314683,57.7528886,Alitalia,306.9382952
7,6,ITA,12.400927,72.4568449,Alitalia,898.5320443
7,7,ITA,33.659659,56.8671081,Alitalia,1914.127467
7,8,ITA,37.202781,12.7552392,Alitalia,474.5303706
7,9,ITA,8.857805,61.8274789,Alitalia,547.6557517
7,10,ITA,38.974342,16.8298295,Alitalia,655.9315307
7,11,ITA,31.888098,1.4172488,Alitalia,45.19336862
7,12,ITA,26.573415,66.4335375,Alitalia,1765.365962
7,13,ITA,33.659659,9.9207416,Alitalia,333.9287793
7,14,ITA,42.517464,40.3915908,Alitalia,1717.348008
7,15,ITA,31.888098,24.9790101,Alitalia,796.533122
7,16,ITA,47.832147,25.1561662,Alitalia,1203.27344
7,18,ITA,35.43122,8.5034928,Alitalia,301.2891242
7,19,ITA,3.543122,79.3659328,Alitalia,281.2031826
7,20,ITA,7.086244,52.4382056,Alitalia,371.5899198
7,21,ITA,14.172488,13.6410197,Alitalia,193.327188
7,1,USA,76.177123,62.004635,American,4723.334707
7,2,USA,30.116537,61.4731667,American,1851.358899
7,3,USA,46.060586,47.4778348,American,2186.856893
7,4,USA,63.776196,59.3472935,American,3784.944622
7,5,USA,1.771561,41.2773713,American,73.12538118
7,6,USA,35.43122,32.7738785,American,1161.218499
7,7,USA,17.71561,52.6153617,American,932.1132279
7,8,USA,46.060586,28.5221321,American,1313.746118
7,9,USA,5.314683,28.1678199,American,149.7030336
7,10,USA,54.918391,11.3379904,American,622.6641899
7,11,USA,12.400927,70.86244,American,878.7599455
7,12,USA,40.745903,78.6573084,American,3204.963058
7,13,USA,1.771561,15.2354246,American,26.99048404
7,14,USA,5.314683,58.461513,American,310.7044093
7,15,USA,31.888098,59.5244496,American,1898.121482
7,16,USA,54.918391,78.4801523,American,4310.00369
7,17,USA,1.771561,20.5501076,American,36.40576917
7,18,USA,58.461513,6.5547757,American,383.2021048
7,19,USA,74.405562,71.9253766,American,5351.648068
7,20,USA,14.172488,66.9650058,American,949.0607411
7,21,USA,51.375269,56.3356398,American,2894.258649
7,1,UK,28.344976,20.3729515,BA,577.4708213
7,2,UK,8.857805,42.1631518,BA,373.4729768
7,3,UK,19.487171,63.4218838,BA,1235.913095
7,4,UK,10.629366,61.1188545,BA,649.654674
7,5,UK,15.944049,39.3286542,BA,627.0579897
7,6,UK,31.888098,21.9673564,BA,700.4972137
7,7,UK,33.659659,76.3542791,BA,2570.058998
7,8,UK,17.71561,0.5314683,BA,9.41528513
7,9,UK,19.487171,13.2867075,BA,258.9203411
7,10,UK,8.857805,3.0116537,BA,26.6766412
7,11,UK,37.202781,2.8344976,BA,105.4511935
7,12,UK,23.030293,57.9300447,BA,1334.145903
7,13,UK,30.116537,3.7202781,BA,112.041893
7,14,UK,24.801854,64.8391326,BA,1608.1307
7,15,UK,8.857805,52.7925178,BA,467.6258281
7,17,UK,44.289025,56.1584837,BA,2487.204489
7,18,UK,24.801854,11.1608343,BA,276.8093828
7,19,UK,12.400927,60.7645423,BA,753.5366533
7,20,UK,40.745903,21.4358881,BA,873.4246172
7,21,UK,35.43122,48.5407714,BA,1719.85875
7,1,DUB,14.172488,18.6013905,EmiratesAirlines,263.6279836
7,2,DUB,12.400927,75.9999669,EmiratesAirlines,942.4700415
7,3,DUB,35.43122,52.4382056,EmiratesAirlines,1857.949599
7,4,DUB,26.573415,37.5570932,EmiratesAirlines,998.0202238
7,5,DUB,10.629366,53.8554544,EmiratesAirlines,572.4493359
7,6,DUB,8.857805,68.9137229,EmiratesAirlines,610.4243193
7,7,DUB,40.745903,12.5780831,EmiratesAirlines,512.5053539
7,8,DUB,38.974342,9.7435855,EmiratesAirlines,379.7498336
7,9,DUB,23.030293,50.1351763,EmiratesAirlines,1154.6278
7,10,DUB,23.030293,59.8787618,EmiratesAirlines,1379.025429
7,11,DUB,19.487171,31.1794736,EmiratesAirlines,607.5997337
7,12,DUB,7.086244,56.689952,EmiratesAirlines,401.7188322
7,13,DUB,30.116537,36.4941566,EmiratesAirlines,1099.077618
7,14,DUB,44.289025,65.9020692,EmiratesAirlines,2918.73839
7,15,DUB,19.487171,24.2703857,EmiratesAirlines,472.9611564
7,16,DUB,1.771561,62.1817911,EmiratesAirlines,110.158836
7,17,DUB,40.745903,11.1608343,EmiratesAirlines,454.7582718
7,18,DUB,3.543122,12.5780831,EmiratesAirlines,44.56568295
7,19,DUB,23.030293,69.090879,EmiratesAirlines,1591.183187
7,20,DUB,15.944049,6.2004635,EmiratesAirlines,98.86049387
7,21,DUB,24.801854,45.3519616,EmiratesAirlines,1124.81273
7,1,HEL,33.659659,61.6503228,SwissAir,2075.128843
7,2,HEL,33.659659,64.8391326,SwissAir,2182.463093
7,3,HEL,15.944049,34.3682834,SwissAir,547.9695946
7,4,HEL,1.771561,32.0652541,SwissAir,56.80555362
7,5,HEL,14.172488,12.7552392,SwissAir,180.7734745
7,6,HEL,1.771561,66.2563814,SwissAir,117.3772213
7,7,HEL,24.801854,65.547757,SwissAir,1625.705899
7,8,HEL,21.258732,73.3426254,SwissAir,1559.171218
7,9,HEL,5.314683,78.4801523,SwissAir,417.0971313
7,10,HEL,35.43122,68.7365668,SwissAir,2435.42042
7,11,HEL,17.71561,55.4498593,SwissAir,982.3280819
7,12,HEL,35.43122,31.3566297,SwissAir,1111.003645
7,13,HEL,21.258732,13.6410197,SwissAir,289.990782
7,14,HEL,26.573415,18.6013905,SwissAir,494.3024693
7,15,HEL,33.659659,68.2050985,SwissAir,2295.760358
7,16,HEL,26.573415,19.3100149,SwissAir,513.1330396
7,17,HEL,5.314683,31.0023175,SwissAir,164.7674898
7,18,HEL,23.030293,13.2867075,SwissAir,305.9967667
7,19,HEL,19.487171,49.9580202,SwissAir,973.5404825
7,20,HEL,0,21.6130442,SwissAir,0
7,21,HEL,15.944049,1.0629366,SwissAir,16.94751323
7,1,SAL,1.771561,53.3239861,TACA,94.46669414
7,2,SAL,7.086244,30.2936931,TACA,214.668501
7,3,SAL,3.543122,13.2867075,TACA,47.07642565
7,4,SAL,3.543122,23.9160735,TACA,84.73756617
7,5,SAL,1.771561,51.7295812,TACA,91.6421086
7,6,SAL,0,69.2680351,TACA,0
7,7,SAL,5.314683,0.1771561,TACA,0.941528513
7,8,SAL,7.086244,75.4684986,TACA,534.7881954
7,9,SAL,0,57.3985764,TACA,0
7,10,SAL,0,45.3519616,TACA,0
7,11,SAL,5.314683,46.2377421,TACA,245.7389419
7,12,SAL,3.543122,69.7995034,TACA,247.3081561
7,13,SAL,0,52.9696739,TACA,0
7,14,SAL,3.543122,13.1095514,TACA,46.44873998
7,15,SAL,3.543122,59.7016057,TACA,211.5300726
7,16,SAL,5.314683,23.7389174,TACA,126.1648207
7,17,SAL,5.314683,73.3426254,TACA,389.7928044
7,18,SAL,5.314683,24.801854,TACA,131.8139918
7,19,SAL,0,25.5104784,TACA,0
7,20,SAL,3.543122,2.8344976,TACA,10.04297081
7,21,SAL,7.086244,65.0162887,TACA,460.7212857
7,1,UK,35.43122,78.1258401,VirginAtlantic,2768.093828
7,2,UK,3.543122,19.6643271,VirginAtlantic,69.67310996
7,3,UK,40.745903,54.5640788,VirginAtlantic,2223.262662
7,4,UK,33.659659,41.9859957,VirginAtlantic,1413.234298
7,5,UK,5.314683,28.8764443,VirginAtlantic,153.4691476
7,6,UK,3.543122,75.4684986,VirginAtlantic,267.3940977
7,7,UK,24.801854,53.5011422,VirginAtlantic,1326.927518
7,8,UK,31.888098,26.573415,VirginAtlantic,847.3756617
7,9,UK,3.543122,35.0769078,VirginAtlantic,124.2817637
7,10,UK,33.659659,16.1212051,VirginAtlantic,542.6342663
7,11,UK,8.857805,21.4358881,VirginAtlantic,189.8749168
