CostCenter_Name,Account_Name,cost,BPA
Tax,Travel-Trips,713.98,sales.csv
Tax,Travel-Hotels,274.01,sales.csv
Tax,Professional-Services-Consultants,21902.44,sales.csv
Tax,Legal-Consultants,18264.24,sales.csv
Tax,Legal-Corporate Fees,30792.35,sales.csv
Tax,Legal-Employment Fees,18157.92,sales.csv
Tax,IT-Application-On-Premise,1596.16,ITDemand.csv
Tax,IT-Application-Subscription,5759.33,ITDemand.csv
Tax,IT-Infrastructure,8649.51,ITDemand.csv
Tax,IT-Consultant-System Implementation,6115.85,ITDemand.csv
Tax,Facilities-Offices,8728.53,sales.csv
Tax,Facilities-Supplies,7627.47,sales.csv
Tax,Facilities-Supplies,9703.58,sales.csv
Accounting,Salary,19133.56,sales.csv
Accounting,Benefits,4974.73,sales.csv
Accounting,Contractors,45727.25,sales.csv
Accounting,Travel-Trips,11.93,sales.csv
Accounting,Travel-Hotels,15.2,sales.csv
Accounting,Professional-Services-Consultants,42120.85,sales.csv
Accounting,Legal-Consultants,28916.29,sales.csv
Accounting,Legal-Corporate Fees,40130.09,sales.csv
Accounting,Legal-Employment Fees,42322.94,sales.csv
Accounting,IT-Application-On-Premise,489.19,ITDemand.csv
Accounting,IT-Application-Subscription,5018.34,ITDemand.csv
Accounting,IT-Infrastructure,2665.59,ITDemand.csv
Accounting,IT-Consultant-System Implementation,8205.77,ITDemand.csv
Accounting,Facilities-Offices,2350.43,sales.csv
Accounting,Facilities-Supplies,821.8,sales.csv
Accounting,Facilities-Supplies,1659.11,sales.csv
Exec-Office,Salary,54656.52,sales.csv
Exec-Office,Benefits,14210.7,sales.csv
Exec-Office,Contractors,45078.83,sales.csv
Exec-Office,Travel-Trips,385.16,sales.csv
Exec-Office,Travel-Hotels,13.0,sales.csv
Exec-Office,Professional-Services-Consultants,36582.59,sales.csv
Exec-Office,Legal-Consultants,33142.76,sales.csv
Exec-Office,Legal-Corporate Fees,15958.61,sales.csv
Exec-Office,Legal-Employment Fees,17664.69,sales.csv
Exec-Office,IT-Application-On-Premise,4277.98,sales.csv
Exec-Office,IT-Application-Subscription,8964.81,sales.csv
Exec-Office,IT-Infrastructure,4797.44,sales.csv
Exec-Office,IT-Consultant-System Implementation,9828.21,sales.csv
Exec-Office,Facilities-Offices,6575.83,sales.csv
Exec-Office,Facilities-Supplies,2728.23,sales.csv
Exec-Office,Facilities-Supplies,1995.53,sales.csv
Finance,Salary,98156.78,sales.csv
Finance,Benefits,25520.76,sales.csv
Finance,Contractors,77141.04,sales.csv
Finance,Travel-Trips,896.81,sales.csv
Finance,Travel-Hotels,649.65,sales.csv
Finance,Professional-Services-Consultants,24358.28,sales.csv
Finance,Legal-Consultants,28606.47,sales.csv
Finance,Legal-Corporate Fees,11901.92,sales.csv
Finance,Legal-Employment Fees,19113.01,sales.csv
Finance,IT-Application-On-Premise,573.1,ITDemand.csv
Finance,IT-Application-Subscription,8475.95,ITDemand.csv
Finance,IT-Infrastructure,471.55,ITDemand.csv
Finance,IT-Consultant-System Implementation,7761.84,ITDemand.csv
Finance,Facilities-Offices,5458.88,sales.csv
Finance,Facilities-Supplies,1227.93,sales.csv
Finance,Facilities-Supplies,4302.04,sales.csv
IS,Salary,71015.1,payroll.csv
IS,Benefits,18463.93,payroll.csv
IS,Contractors,37458.87,payroll.csv
IS,Travel-Trips,947.84,payroll.csv
IS,Travel-Hotels,859.85,payroll.csv
IS,Professional-Services-Consultants,41955.53,payroll.csv
IS,Legal-Consultants,4320.38,payroll.csv
IS,Legal-Corporate Fees,35608.66,payroll.csv
IS,Legal-Employment Fees,25430.37,payroll.csv
IS,IT-Application-On-Premise,536.04,payroll.csv
IS,IT-Application-Subscription,9661.95,payroll.csv
IS,IT-Infrastructure,6997.38,payroll.csv
IS,IT-Consultant-System Implementation,3756.96,payroll.csv
IS,Facilities-Offices,7270.82,payroll.csv
IS,Facilities-Supplies,2716.36,payroll.csv
IS,Facilities-Supplies,3899.35,payroll.csv
IT,Salary,42833.54,ITDemand.csv
IT,Benefits,11136.72,ITDemand.csv
IT,Contractors,24471.22,ITDemand.csv
IT,Travel-Trips,397.79,ITDemand.csv
IT,Travel-Hotels,409.41,ITDemand.csv
IT,Professional-Services-Consultants,14506.86,ITDemand.csv
IT,Legal-Consultants,15816.02,ITDemand.csv
IT,Legal-Corporate Fees,28858.28,ITDemand.csv
IT,Legal-Employment Fees,31249.0,ITDemand.csv
IT,IT-Application-On-Premise,9811.52,ITDemand.csv
IT,IT-Application-Subscription,264.08,ITDemand.csv
IT,IT-Infrastructure,3528.39,ITDemand.csv
IT,IT-Consultant-System Implementation,9547.0,ITDemand.csv
IT,Facilities-Offices,5993.87,ITDemand.csv
IT,Facilities-Supplies,8136.16,ITDemand.csv
IT,Facilities-Supplies,4962.59,ITDemand.csv
Legal,Salary,42384.21,sales.csv
Legal,Benefits,11019.89,sales.csv
Legal,Contractors,51928.23,sales.csv
Legal,Travel-Trips,21.12,sales.csv
Legal,Travel-Hotels,54.14,sales.csv
Legal,Professional-Services-Consultants,17844.77,sales.csv
Legal,Legal-Consultants,15146.6,sales.csv
Legal,Legal-Corporate Fees,26931.15,sales.csv
Legal,Legal-Employment Fees,43823.99,sales.csv
Legal,IT-Application-On-Premise,7153.1,ITDemand.csv
Legal,IT-Application-Subscription,755.48,ITDemand.csv
Legal,IT-Infrastructure,1830.2,ITDemand.csv
Legal,IT-Consultant-System Implementation,2839.92,ITDemand.csv
Legal,Facilities-Offices,2124.83,sales.csv
Legal,Facilities-Supplies,2952.41,sales.csv
Legal,Facilities-Supplies,6068.86,sales.csv
Marketing-Events,Salary,21957.35,sales.csv
Marketing-Events,Benefits,5708.91,sales.csv
Marketing-Events,Contractors,50195.7,sales.csv
Marketing-Events,Travel-Trips,70.45,sales.csv
Marketing-Events,Travel-Hotels,255.38,sales.csv
Marketing-Events,Professional-Services-Consultants,43904.06,sales.csv
Marketing-Events,Legal-Consultants,16239.7,sales.csv
Marketing-Events,Legal-Corporate Fees,17879.23,sales.csv
Marketing-Events,Legal-Employment Fees,23478.65,sales.csv
Marketing-Events,IT-Application-On-Premise,2517.46,ITDemand.csv
Marketing-Events,IT-Application-Subscription,8859.4,ITDemand.csv
Marketing-Events,IT-Infrastructure,4296.79,ITDemand.csv
Marketing-Events,IT-Consultant-System Implementation,2453.55,ITDemand.csv
Marketing-Events,Facilities-Offices,6297.22,sales.csv
Marketing-Events,Facilities-Supplies,8374.19,sales.csv
Marketing-Events,Facilities-Supplies,9376.93,sales.csv
Marketing-Research,Salary,68542.97,sales.csv
Marketing-Research,Benefits,17821.17,sales.csv
Marketing-Research,Contractors,83827.06,sales.csv
Marketing-Research,Travel-Trips,312.86,sales.csv
Marketing-Research,Travel-Hotels,267.27,sales.csv
Marketing-Research,Professional-Services-Consultants,37938.27,sales.csv
Marketing-Research,Legal-Consultants,21126.63,sales.csv
Marketing-Research,Legal-Corporate Fees,39743.49,sales.csv
Marketing-Research,Legal-Employment Fees,523.8,sales.csv
Marketing-Research,IT-Application-On-Premise,4504.07,ITDemand.csv
Marketing-Research,IT-Application-Subscription,9570.82,ITDemand.csv
Marketing-Research,IT-Infrastructure,3549.16,ITDemand.csv
Marketing-Research,IT-Consultant-System Implementation,9260.64,ITDemand.csv
Marketing-Research,Facilities-Offices,4153.76,sales.csv
Marketing-Research,Facilities-Supplies,940.71,sales.csv
Marketing-Research,Facilities-Supplies,3083.39,sales.csv
Marketing-PR,Salary,49067.06,sales.csv
Marketing-PR,Benefits,12757.44,sales.csv
Marketing-PR,Contractors,19660.11,sales.csv
Marketing-PR,Travel-Trips,865.4,sales.csv
Marketing-PR,Travel-Hotels,331.3,sales.csv
Marketing-PR,Professional-Services-Consultants,27661.13,sales.csv
Marketing-PR,Legal-Consultants,14826.75,sales.csv
Marketing-PR,Legal-Corporate Fees,30077.26,sales.csv
Marketing-PR,Legal-Employment Fees,10715.24,sales.csv
Marketing-PR,IT-Application-On-Premise,340.93,ITDemand.csv
Marketing-PR,IT-Application-Subscription,523.6,ITDemand.csv
Marketing-PR,IT-Infrastructure,7308.89,ITDemand.csv
Marketing-PR,IT-Consultant-System Implementation,2315.19,ITDemand.csv
Marketing-PR,Facilities-Offices,2555.2,sales.csv
Marketing-PR,Facilities-Supplies,4747.29,sales.csv
Marketing-PR,Facilities-Supplies,1384.81,sales.csv
Product-Management,Salary,22311.98,implementation.csv
Product-Management,Benefits,5801.11,implementation.csv
Product-Management,Contractors,68235.31,implementation.csv
Product-Management,Travel-Trips,701.81,implementation.csv
Product-Management,Travel-Hotels,419.45,implementation.csv
Product-Management,Professional-Services-Consultants,20900.86,implementation.csv
Product-Management,Legal-Consultants,20250.93,implementation.csv
Product-Management,Legal-Corporate Fees,11225.34,implementation.csv
Product-Management,Legal-Employment Fees,5333.82,implementation.csv
Product-Management,IT-Application-On-Premise,6320.17,ITDemand.csv
Product-Management,IT-Application-Subscription,9596.28,ITDemand.csv
Product-Management,IT-Infrastructure,9776.98,ITDemand.csv
Product-Management,IT-Consultant-System Implementation,7436.88,ITDemand.csv
Product-Management,Facilities-Offices,5378.57,implementation.csv
Product-Management,Facilities-Supplies,4206.11,implementation.csv
Product-Management,Facilities-Supplies,3763.53,implementation.csv
PS,Salary,59577.97,implementation.csv
PS,Benefits,15490.27,implementation.csv
PS,Contractors,71446.13,implementation.csv
PS,Travel-Trips,433.1,implementation.csv
PS,Travel-Hotels,797.26,implementation.csv
PS,Professional-Services-Consultants,33736.47,implementation.csv
PS,Legal-Consultants,21897.46,implementation.csv
PS,Legal-Corporate Fees,24622.69,implementation.csv
PS,Legal-Employment Fees,28959.98,implementation.csv
PS,IT-Application-On-Premise,8359.23,implementation.csv
PS,IT-Application-Subscription,3815.34,implementation.csv
PS,IT-Infrastructure,9519.15,implementation.csv
PS,IT-Consultant-System Implementation,7367.7,implementation.csv
PS,Facilities-Offices,7004.87,implementation.csv
PS,Facilities-Supplies,4637.23,implementation.csv
PS,Facilities-Supplies,5160.45,implementation.csv
R&D-Infrastructure Developmet,Salary,46900.6,implementation.csv
R&D-Infrastructure Developmet,Benefits,12194.16,implementation.csv
R&D-Infrastructure Developmet,Contractors,75621.27,implementation.csv
R&D-Infrastructure Developmet,Travel-Trips,712.55,implementation.csv
R&D-Infrastructure Developmet,Travel-Hotels,68.33,implementation.csv
R&D-Infrastructure Developmet,Professional-Services-Consultants,28674.06,implementation.csv
R&D-Infrastructure Developmet,Legal-Consultants,11722.25,implementation.csv
R&D-Infrastructure Developmet,Legal-Corporate Fees,9657.4,implementation.csv
R&D-Infrastructure Developmet,Legal-Employment Fees,3745.32,implementation.csv
R&D-Infrastructure Developmet,IT-Application-On-Premise,382.53,ITDemand.csv
R&D-Infrastructure Developmet,IT-Application-Subscription,1660.93,ITDemand.csv
R&D-Infrastructure Developmet,IT-Infrastructure,9809.71,ITDemand.csv
R&D-Infrastructure Developmet,IT-Consultant-System Implementation,9227.11,ITDemand.csv
R&D-Infrastructure Developmet,Facilities-Offices,1069.17,implementation.csv
R&D-Infrastructure Developmet,Facilities-Supplies,1706.71,implementation.csv
R&D-Infrastructure Developmet,Facilities-Supplies,6317.81,implementation.csv
R&D-Applications Development,Salary,84026.0,implementation.csv
R&D-Applications Development,Benefits,21846.76,implementation.csv
R&D-Applications Development,Contractors,49284.59,implementation.csv
R&D-Applications Development,Travel-Trips,508.38,implementation.csv
R&D-Applications Development,Travel-Hotels,35.49,implementation.csv
R&D-Applications Development,Professional-Services-Consultants,29870.94,implementation.csv
R&D-Applications Development,Legal-Consultants,27322.6,implementation.csv
R&D-Applications Development,Legal-Corporate Fees,2888.53,implementation.csv
R&D-Applications Development,Legal-Employment Fees,4477.21,implementation.csv
R&D-Applications Development,IT-Application-On-Premise,4838.01,ITDemand.csv
R&D-Applications Development,IT-Application-Subscription,7724.4,ITDemand.csv
R&D-Applications Development,IT-Infrastructure,6204.1,ITDemand.csv
R&D-Applications Development,IT-Consultant-System Implementation,6302.84,ITDemand.csv
R&D-Applications Development,Facilities-Offices,7057.77,implementation.csv
R&D-Applications Development,Facilities-Supplies,7846.9,implementation.csv
R&D-Applications Development,Facilities-Supplies,3717.15,implementation.csv
R&D-Research,Salary,18852.55,implementation.csv
R&D-Research,Benefits,4901.66,implementation.csv
R&D-Research,Contractors,50913.4,implementation.csv
R&D-Research,Travel-Trips,844.63,implementation.csv
R&D-Research,Travel-Hotels,119.18,implementation.csv
R&D-Research,Professional-Services-Consultants,17732.46,implementation.csv
R&D-Research,Legal-Consultants,27394.31,implementation.csv
R&D-Research,Legal-Corporate Fees,35601.77,implementation.csv
R&D-Research,Legal-Employment Fees,8907.3,implementation.csv
R&D-Research,IT-Application-On-Premise,9665.75,ITDemand.csv
R&D-Research,IT-Application-Subscription,6821.79,ITDemand.csv
R&D-Research,IT-Infrastructure,7971.93,ITDemand.csv
R&D-Research,IT-Consultant-System Implementation,2703.69,ITDemand.csv
R&D-Research,Facilities-Offices,9339.05,implementation.csv
R&D-Research,Facilities-Supplies,1204.63,implementation.csv
R&D-Research,Facilities-Supplies,6075.46,implementation.csv
R&D-Parternerships,Salary,72384.79,sales.csv
R&D-Parternerships,Benefits,18820.05,sales.csv
R&D-Parternerships,Contractors,40725.73,sales.csv
R&D-Parternerships,Travel-Trips,76.88,sales.csv
R&D-Parternerships,Travel-Hotels,74.57,sales.csv
R&D-Parternerships,Professional-Services-Consultants,33321.53,sales.csv
R&D-Parternerships,Legal-Consultants,35306.66,sales.csv
R&D-Parternerships,Legal-Corporate Fees,35277.87,sales.csv
R&D-Parternerships,Legal-Employment Fees,44619.42,sales.csv
R&D-Parternerships,IT-Application-On-Premise,2918.12,ITDemand.csv
R&D-Parternerships,IT-Application-Subscription,4549.92,ITDemand.csv
R&D-Parternerships,IT-Infrastructure,6718.25,ITDemand.csv
R&D-Parternerships,IT-Consultant-System Implementation,5127.54,ITDemand.csv
R&D-Parternerships,Facilities-Offices,8722.1,sales.csv
R&D-Parternerships,Facilities-Supplies,5431.33,sales.csv
R&D-Parternerships,Facilities-Supplies,794.45,sales.csv
Sales-Direct,Salary,23484.03,sales.csv
Sales-Direct,Benefits,6105.85,sales.csv
Sales-Direct,Contractors,4438.96,sales.csv
Sales-Direct,Travel-Trips,66.73,sales.csv
Sales-Direct,Travel-Hotels,38.9,sales.csv
Sales-Direct,Professional-Services-Consultants,5793.95,sales.csv
Sales-Direct,Legal-Consultants,35395.46,sales.csv
Sales-Direct,Legal-Corporate Fees,39383.06,sales.csv
Sales-Direct,Legal-Employment Fees,25033.53,sales.csv
Sales-Direct,IT-Application-On-Premise,3460.84,ITDemand.csv
Sales-Direct,IT-Application-Subscription,7483.95,ITDemand.csv
Sales-Direct,IT-Infrastructure,2482.65,ITDemand.csv
Sales-Direct,IT-Consultant-System Implementation,5112.63,ITDemand.csv
Sales-Direct,Facilities-Offices,7410.03,phones.csv
Sales-Direct,Facilities-Supplies,3709.12,phones.csv
Sales-Direct,Facilities-Supplies,4408.2,phones.csv
Sales-Partners,Salary,62460.91,sales.csv
Sales-Partners,Benefits,16239.84,sales.csv
Sales-Partners,Contractors,95750.41,sales.csv
Sales-Partners,Travel-Trips,980.82,sales.csv
Sales-Partners,Travel-Hotels,267.88,sales.csv
Sales-Partners,Professional-Services-Consultants,36841.36,sales.csv
Sales-Partners,Legal-Consultants,19625.58,sales.csv
Sales-Partners,Legal-Corporate Fees,18372.5,sales.csv
Sales-Partners,Legal-Employment Fees,2252.97,sales.csv
Sales-Partners,IT-Application-On-Premise,466.97,sales.csv
Sales-Partners,IT-Application-Subscription,8571.94,sales.csv
Sales-Partners,IT-Infrastructure,6517.94,sales.csv
Sales-Partners,IT-Consultant-System Implementation,9376.62,sales.csv
Sales-Partners,Facilities-Offices,1398.88,sales.csv
Sales-Partners,Facilities-Supplies,3628.15,sales.csv
Sales-Partners,Facilities-Supplies,8848.37,sales.csv
Sales-Online,Salary,28071.23,sales.csv
Sales-Online,Benefits,7298.52,sales.csv
Sales-Online,Contractors,40968.45,sales.csv
Sales-Online,Travel-Trips,664.36,sales.csv
Sales-Online,Travel-Hotels,551.96,sales.csv
Sales-Online,Professional-Services-Consultants,20232.0,sales.csv
Sales-Online,Legal-Consultants,17436.68,sales.csv
Sales-Online,Legal-Corporate Fees,13332.11,sales.csv
Sales-Online,Legal-Employment Fees,2125.78,sales.csv
Sales-Online,IT-Application-On-Premise,1600.07,sales.csv
Sales-Online,IT-Application-Subscription,1228.75,sales.csv
Sales-Online,IT-Infrastructure,5203.96,sales.csv
Sales-Online,IT-Consultant-System Implementation,7600.48,sales.csv
Sales-Online,Facilities-Offices,6990.44,sales.csv
Sales-Online,Facilities-Supplies,8061.59,sales.csv
Sales-Online,Facilities-Supplies,9981.59,sales.csv
Sales-Ops,Salary,14849.78,sales.csv
Sales-Ops,Benefits,3860.94,sales.csv
Sales-Ops,Contractors,38863.79,sales.csv
Sales-Ops,Travel-Trips,916.97,sales.csv
Sales-Ops,Travel-Hotels,163.8,sales.csv
Sales-Ops,Professional-Services-Consultants,3344.63,sales.csv
Sales-Ops,Legal-Consultants,11230.23,sales.csv
Sales-Ops,Legal-Corporate Fees,19434.14,sales.csv
Sales-Ops,Legal-Employment Fees,44348.76,sales.csv
Sales-Ops,IT-Application-On-Premise,144.4,ITDemand.csv
Sales-Ops,IT-Application-Subscription,9995.28,ITDemand.csv
Sales-Ops,IT-Infrastructure,9001.14,ITDemand.csv
Sales-Ops,IT-Consultant-System Implementation,2517.13,ITDemand.csv
Sales-Ops,Facilities-Offices,7006.42,phones.csv
Sales-Ops,Facilities-Supplies,8557.61,phones.csv
Sales-Ops,Facilities-Supplies,9342.44,phones.csv
Sales-Exec,Salary,17811.33,sales.csv
Sales-Exec,Benefits,4630.95,sales.csv
Sales-Exec,Contractors,33642.66,sales.csv
Sales-Exec,Travel-Trips,556.49,sales.csv
Sales-Exec,Travel-Hotels,995.24,sales.csv
Sales-Exec,Professional-Services-Consultants,44287.77,sales.csv
Sales-Exec,Legal-Consultants,6581.34,sales.csv
Sales-Exec,Legal-Corporate Fees,7190.81,sales.csv
Sales-Exec,Legal-Employment Fees,25451.48,sales.csv
Sales-Exec,IT-Application-On-Premise,3619.39,ITDemand.csv
Sales-Exec,IT-Application-Subscription,3392.31,ITDemand.csv
Sales-Exec,IT-Infrastructure,1218.15,ITDemand.csv
Sales-Exec,IT-Consultant-System Implementation,7353.95,ITDemand.csv
Sales-Exec,Facilities-Offices,555.41,sales.csv
Sales-Exec,Facilities-Supplies,9386.75,sales.csv
Sales-Exec,Facilities-Supplies,4809.42,sales.csv
Tax,Salary,94821.86,sales.csv
Tax,Benefits,24653.68,sales.csv
Tax,Contractors,75577.65,sales.csv
Tax,Travel-Trips,942.64,sales.csv
Tax,Travel-Hotels,857.22,sales.csv
Tax,Professional-Services-Consultants,25074.08,sales.csv
Tax,Legal-Consultants,944.57,sales.csv
Tax,Legal-Corporate Fees,6816.46,sales.csv
Tax,Legal-Employment Fees,14757.59,sales.csv
Tax,IT-Application-On-Premise,9384.18,ITDemand.csv
Tax,IT-Application-Subscription,3695.3,ITDemand.csv
Tax,IT-Infrastructure,2850.99,ITDemand.csv
Tax,IT-Consultant-System Implementation,2706.36,ITDemand.csv
Tax,Facilities-Offices,9163.87,sales.csv
Tax,Facilities-Supplies,3566.86,sales.csv
Tax,Facilities-Supplies,2223.76,sales.csv
Accounting,Salary,9759.98,sales.csv
Accounting,Benefits,2537.59,sales.csv
Accounting,Contractors,41288.95,sales.csv
Accounting,Travel-Trips,261.11,sales.csv
Accounting,Travel-Hotels,104.97,sales.csv
Accounting,Professional-Services-Consultants,43519.44,sales.csv
Accounting,Legal-Consultants,19837.8,sales.csv
Accounting,Legal-Corporate Fees,19908.07,sales.csv
Accounting,Legal-Employment Fees,39006.97,sales.csv
Accounting,IT-Application-On-Premise,4896.32,ITDemand.csv
Accounting,IT-Application-Subscription,4093.61,ITDemand.csv
Accounting,IT-Infrastructure,1057.32,ITDemand.csv
Accounting,IT-Consultant-System Implementation,3166.33,ITDemand.csv
Accounting,Facilities-Offices,4584.2,sales.csv
Accounting,Facilities-Supplies,6524.69,sales.csv
Accounting,Facilities-Supplies,7739.32,sales.csv
Exec-Office,Salary,20220.69,sales.csv
Exec-Office,Benefits,5257.38,sales.csv
Exec-Office,Contractors,92710.07,sales.csv
Exec-Office,Travel-Trips,412.19,sales.csv
Exec-Office,Travel-Hotels,70.16,sales.csv
Exec-Office,Professional-Services-Consultants,26431.78,sales.csv
Exec-Office,Legal-Consultants,25514.3,sales.csv
Exec-Office,Legal-Corporate Fees,35293.19,sales.csv
Exec-Office,Legal-Employment Fees,42735.84,sales.csv
Exec-Office,IT-Application-On-Premise,1395.94,sales.csv
Exec-Office,IT-Application-Subscription,2467.32,sales.csv
Exec-Office,IT-Infrastructure,8657.31,sales.csv
Exec-Office,IT-Consultant-System Implementation,6605.35,sales.csv
Exec-Office,Facilities-Offices,2685.59,sales.csv
Exec-Office,Facilities-Supplies,9571.0,sales.csv
Exec-Office,Facilities-Supplies,3852.83,sales.csv
Finance,Salary,16128.42,sales.csv
Finance,Benefits,4193.39,sales.csv
Finance,Contractors,22705.27,sales.csv
Finance,Travel-Trips,18.36,sales.csv
Finance,Travel-Hotels,87.12,sales.csv
Finance,Professional-Services-Consultants,43576.79,sales.csv
Finance,Legal-Consultants,40391.45,sales.csv
Finance,Legal-Corporate Fees,948.0,sales.csv
Finance,Legal-Employment Fees,338.57,sales.csv
Finance,IT-Application-On-Premise,4255.8,ITDemand.csv
Finance,IT-Application-Subscription,4294.93,ITDemand.csv
Finance,IT-Infrastructure,2091.68,ITDemand.csv
Finance,IT-Consultant-System Implementation,6762.87,ITDemand.csv
Finance,Facilities-Offices,2839.16,sales.csv
Finance,Facilities-Supplies,3081.08,sales.csv
Finance,Facilities-Supplies,4161.29,sales.csv
IS,Salary,68355.09,payroll.csv
IS,Benefits,17772.32,payroll.csv
IS,Contractors,99916.38,payroll.csv
IS,Travel-Trips,943.51,payroll.csv
IS,Travel-Hotels,111.87,payroll.csv
IS,Professional-Services-Consultants,24672.53,payroll.csv
IS,Legal-Consultants,21568.18,payroll.csv
IS,Legal-Corporate Fees,11266.58,payroll.csv
IS,Legal-Employment Fees,34767.98,payroll.csv
IS,IT-Application-On-Premise,8941.78,payroll.csv
IS,IT-Application-Subscription,8570.33,payroll.csv
IS,IT-Infrastructure,3908.13,payroll.csv
IS,IT-Consultant-System Implementation,6248.76,payroll.csv
IS,Facilities-Offices,3005.53,payroll.csv
IS,Facilities-Supplies,6799.13,payroll.csv
IS,Facilities-Supplies,8360.41,payroll.csv
IT,Salary,75625.79,ITDemand.csv
IT,Benefits,19662.71,ITDemand.csv
IT,Contractors,57737.79,ITDemand.csv
IT,Travel-Trips,112.96,ITDemand.csv
IT,Travel-Hotels,393.41,ITDemand.csv
IT,Professional-Services-Consultants,28568.13,ITDemand.csv
IT,Legal-Consultants,37040.38,ITDemand.csv
IT,Legal-Corporate Fees,32213.64,ITDemand.csv
IT,Legal-Employment Fees,38062.85,ITDemand.csv
IT,IT-Application-On-Premise,9424.42,ITDemand.csv
IT,IT-Application-Subscription,7298.41,ITDemand.csv
IT,IT-Infrastructure,8599.69,ITDemand.csv
IT,IT-Consultant-System Implementation,8175.31,ITDemand.csv
IT,Facilities-Offices,615.07,ITDemand.csv
IT,Facilities-Supplies,7556.48,ITDemand.csv
IT,Facilities-Supplies,9208.81,ITDemand.csv
Legal,Salary,54927.72,sales.csv
Legal,Benefits,14281.21,sales.csv
Legal,Contractors,75647.98,sales.csv
Legal,Travel-Trips,357.22,sales.csv
Legal,Travel-Hotels,921.17,sales.csv
Legal,Professional-Services-Consultants,13997.73,sales.csv
Legal,Legal-Consultants,8671.0,sales.csv
Legal,Legal-Corporate Fees,5792.92,sales.csv
Legal,Legal-Employment Fees,36693.49,sales.csv
Legal,IT-Application-On-Premise,9588.96,ITDemand.csv
Legal,IT-Application-Subscription,550.55,ITDemand.csv
Legal,IT-Infrastructure,3015.08,ITDemand.csv
Legal,IT-Consultant-System Implementation,1429.2,ITDemand.csv
Legal,Facilities-Offices,5162.73,sales.csv
Legal,Facilities-Supplies,475.84,sales.csv
Legal,Facilities-Supplies,7827.13,sales.csv
Marketing-Events,Salary,37234.42,sales.csv
Marketing-Events,Benefits,9680.95,sales.csv
Marketing-Events,Contractors,75809.82,sales.csv
Marketing-Events,Travel-Trips,634.22,sales.csv
Marketing-Events,Travel-Hotels,563.31,sales.csv
Marketing-Events,Professional-Services-Consultants,24158.23,sales.csv
Marketing-Events,Legal-Consultants,7130.25,sales.csv
Marketing-Events,Legal-Corporate Fees,1796.96,sales.csv
Marketing-Events,Legal-Employment Fees,34795.63,sales.csv
Marketing-Events,IT-Application-On-Premise,1001.76,ITDemand.csv
Marketing-Events,IT-Application-Subscription,745.61,ITDemand.csv
Marketing-Events,IT-Infrastructure,7536.52,ITDemand.csv
Marketing-Events,IT-Consultant-System Implementation,9189.41,ITDemand.csv
Marketing-Events,Facilities-Offices,9995.62,sales.csv
Marketing-Events,Facilities-Supplies,253.43,sales.csv
Marketing-Events,Facilities-Supplies,8188.3,sales.csv
Marketing-Research,Salary,82829.62,sales.csv
Marketing-Research,Benefits,21535.7,sales.csv
Marketing-Research,Contractors,25236.21,sales.csv
Marketing-Research,Travel-Trips,305.71,sales.csv
Marketing-Research,Travel-Hotels,208.43,sales.csv
Marketing-Research,Professional-Services-Consultants,42100.86,sales.csv
Marketing-Research,Legal-Consultants,23755.07,sales.csv
Marketing-Research,Legal-Corporate Fees,17920.94,sales.csv
Marketing-Research,Legal-Employment Fees,35964.56,sales.csv
Marketing-Research,IT-Application-On-Premise,2709.32,ITDemand.csv
Marketing-Research,IT-Application-Subscription,7601.98,ITDemand.csv
Marketing-Research,IT-Infrastructure,9335.65,ITDemand.csv
Marketing-Research,IT-Consultant-System Implementation,7600.94,ITDemand.csv
Marketing-Research,Facilities-Offices,5570.47,sales.csv
Marketing-Research,Facilities-Supplies,5984.48,sales.csv
Marketing-Research,Facilities-Supplies,8909.27,sales.csv
Marketing-PR,Salary,46928.52,sales.csv
Marketing-PR,Benefits,12201.42,sales.csv
Marketing-PR,Contractors,61136.77,sales.csv
Marketing-PR,Travel-Trips,992.69,sales.csv
Marketing-PR,Travel-Hotels,273.26,sales.csv
Marketing-PR,Professional-Services-Consultants,23206.62,sales.csv
Marketing-PR,Legal-Consultants,13055.38,sales.csv
Marketing-PR,Legal-Corporate Fees,31041.34,sales.csv
Marketing-PR,Legal-Employment Fees,987.2,sales.csv
Marketing-PR,IT-Application-On-Premise,1027.35,ITDemand.csv
Marketing-PR,IT-Application-Subscription,1650.98,ITDemand.csv
Marketing-PR,IT-Infrastructure,2978.14,ITDemand.csv
Marketing-PR,IT-Consultant-System Implementation,5487.76,ITDemand.csv
Marketing-PR,Facilities-Offices,6192.99,sales.csv
Marketing-PR,Facilities-Supplies,750.54,sales.csv
Marketing-PR,Facilities-Supplies,45.49,sales.csv
Product-Management,Salary,51699.6,implementation.csv
Product-Management,Benefits,13441.9,implementation.csv
Product-Management,Contractors,88630.77,implementation.csv
Product-Management,Travel-Trips,271.1,implementation.csv
Product-Management,Travel-Hotels,84.93,implementation.csv
Product-Management,Professional-Services-Consultants,34308.01,implementation.csv
Product-Management,Legal-Consultants,16157.67,implementation.csv
Product-Management,Legal-Corporate Fees,9262.61,implementation.csv
Product-Management,Legal-Employment Fees,30396.99,implementation.csv
Product-Management,IT-Application-On-Premise,6824.07,ITDemand.csv
Product-Management,IT-Application-Subscription,4180.38,ITDemand.csv
Product-Management,IT-Infrastructure,2864.07,ITDemand.csv
Product-Management,IT-Consultant-System Implementation,8183.67,ITDemand.csv
