Legal_Entity,Legal_Entity_Name,Function,CostCenter,CostCenter_Name,Account,Account_Name,Amount
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,700000,IT-Application-On-Premise,5041.63
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,700001,IT-Application-Subscription,1930.48
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,700002,IT-Infrastructure,5447.1
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,700003,IT-Consultant-System Implementation,5098.81
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,800000,Facilities-Offices,3280.03
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,800001,Facilities-Supplies,792.97
MEA,Middle-East&Africa,R&D,R&D-03,R&D-Research,800002,Facilities-Supplies,4213.65
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,100000,Salary,34414.19
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,100001,Benefits,8947.69
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,200000,Contractors,61503.88
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,400000,Travel-Trips,285.8
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,400001,Travel-Hotels,604.09
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,500000,Professional-Services-Consultants,43112.97
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,600000,Legal-Consultants,38239.74
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,600001,Legal-Corporate Fees,9656.64
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,600002,Legal-Employment Fees,8910.94
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,700000,IT-Application-On-Premise,3611.12
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,700001,IT-Application-Subscription,4994.04
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,700002,IT-Infrastructure,3670.85
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,700003,IT-Consultant-System Implementation,1353.53
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,800000,Facilities-Offices,1497.8
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,800001,Facilities-Supplies,3950.29
MEA,Middle-East&Africa,R&D,R&D-04,R&D-Parternerships,800002,Facilities-Supplies,3694.29
MEA,Middle-East&Africa,FIN,FIN-01,Finance,100000,Salary,6070.93
MEA,Middle-East&Africa,FIN,FIN-01,Finance,100001,Benefits,1578.44
MEA,Middle-East&Africa,FIN,FIN-01,Finance,200000,Contractors,52781.63
MEA,Middle-East&Africa,FIN,FIN-01,Finance,400000,Travel-Trips,959.83
MEA,Middle-East&Africa,FIN,FIN-01,Finance,400001,Travel-Hotels,573.41
MEA,Middle-East&Africa,FIN,FIN-01,Finance,500000,Professional-Services-Consultants,40920.05
MEA,Middle-East&Africa,FIN,FIN-01,Finance,600000,Legal-Consultants,3097.64
MEA,Middle-East&Africa,FIN,FIN-01,Finance,600001,Legal-Corporate Fees,38287.9
MEA,Middle-East&Africa,FIN,FIN-01,Finance,600002,Legal-Employment Fees,41649.7
MEA,Middle-East&Africa,FIN,FIN-01,Finance,700000,IT-Application-On-Premise,8874.81
MEA,Middle-East&Africa,FIN,FIN-01,Finance,700001,IT-Application-Subscription,5034.35
MEA,Middle-East&Africa,FIN,FIN-01,Finance,700002,IT-Infrastructure,7430.25
MEA,Middle-East&Africa,FIN,FIN-01,Finance,700003,IT-Consultant-System Implementation,6218.1
MEA,Middle-East&Africa,FIN,FIN-01,Finance,800000,Facilities-Offices,4115.62
MEA,Middle-East&Africa,FIN,FIN-01,Finance,800001,Facilities-Supplies,4858.73
MEA,Middle-East&Africa,FIN,FIN-01,Finance,800002,Facilities-Supplies,6580.16
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,100000,Salary,14853.64
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,100001,Benefits,3861.95
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,200000,Contractors,17817.09
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,400000,Travel-Trips,425.3
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,400001,Travel-Hotels,655.71
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,500000,Professional-Services-Consultants,29963.02
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,600000,Legal-Consultants,32404.04
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,600001,Legal-Corporate Fees,14559.36
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,600002,Legal-Employment Fees,21273.94
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,700000,IT-Application-On-Premise,5348.65
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,700001,IT-Application-Subscription,6793.52
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,700002,IT-Infrastructure,8809.83
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,700003,IT-Consultant-System Implementation,5040.49
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,800000,Facilities-Offices,2129.32
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,800001,Facilities-Supplies,8784.01
MEA,Middle-East&Africa,ACC,ACC-01,Accounting,800002,Facilities-Supplies,9959.49
MEA,Middle-East&Africa,IT,IT-01,IT,100000,Salary,61742.9
MEA,Middle-East&Africa,IT,IT-01,IT,100001,Benefits,16053.15
MEA,Middle-East&Africa,IT,IT-01,IT,200000,Contractors,87274.62
MEA,Middle-East&Africa,IT,IT-01,IT,400000,Travel-Trips,960.42
MEA,Middle-East&Africa,IT,IT-01,IT,400001,Travel-Hotels,261.86
MEA,Middle-East&Africa,IT,IT-01,IT,500000,Professional-Services-Consultants,8378.83
MEA,Middle-East&Africa,IT,IT-01,IT,600000,Legal-Consultants,7156.82
MEA,Middle-East&Africa,IT,IT-01,IT,600001,Legal-Corporate Fees,38662.95
MEA,Middle-East&Africa,IT,IT-01,IT,600002,Legal-Employment Fees,22211.38
MEA,Middle-East&Africa,IT,IT-01,IT,700000,IT-Application-On-Premise,7036.54
MEA,Middle-East&Africa,IT,IT-01,IT,700001,IT-Application-Subscription,4077.15
MEA,Middle-East&Africa,IT,IT-01,IT,700002,IT-Infrastructure,867.21
MEA,Middle-East&Africa,IT,IT-01,IT,700003,IT-Consultant-System Implementation,1476.08
MEA,Middle-East&Africa,IT,IT-01,IT,800000,Facilities-Offices,4228.49
MEA,Middle-East&Africa,IT,IT-01,IT,800001,Facilities-Supplies,3570.37
MEA,Middle-East&Africa,IT,IT-01,IT,800002,Facilities-Supplies,7825.65
MEA,Middle-East&Africa,PS,PS-01,PS,100000,Salary,24065.67
MEA,Middle-East&Africa,PS,PS-01,PS,100001,Benefits,6257.07
MEA,Middle-East&Africa,PS,PS-01,PS,200000,Contractors,88936.52
MEA,Middle-East&Africa,PS,PS-01,PS,400000,Travel-Trips,339.71
MEA,Middle-East&Africa,PS,PS-01,PS,400001,Travel-Hotels,93.75
MEA,Middle-East&Africa,PS,PS-01,PS,500000,Professional-Services-Consultants,36330.58
MEA,Middle-East&Africa,PS,PS-01,PS,600000,Legal-Consultants,18107.22
MEA,Middle-East&Africa,PS,PS-01,PS,600001,Legal-Corporate Fees,19631.78
MEA,Middle-East&Africa,PS,PS-01,PS,600002,Legal-Employment Fees,12374.9
MEA,Middle-East&Africa,PS,PS-01,PS,700000,IT-Application-On-Premise,8786.13
MEA,Middle-East&Africa,PS,PS-01,PS,700001,IT-Application-Subscription,1617.26
MEA,Middle-East&Africa,PS,PS-01,PS,700002,IT-Infrastructure,7820.21
MEA,Middle-East&Africa,PS,PS-01,PS,700003,IT-Consultant-System Implementation,7705.47
MEA,Middle-East&Africa,PS,PS-01,PS,800000,Facilities-Offices,3244.62
MEA,Middle-East&Africa,PS,PS-01,PS,800001,Facilities-Supplies,2580.15
MEA,Middle-East&Africa,PS,PS-01,PS,800002,Facilities-Supplies,4562.83
MEA,Middle-East&Africa,IS,IS-01,IS,100000,Salary,51028.52
MEA,Middle-East&Africa,IS,IS-01,IS,100001,Benefits,13267.42
MEA,Middle-East&Africa,IS,IS-01,IS,200000,Contractors,34134.37
MEA,Middle-East&Africa,IS,IS-01,IS,400000,Travel-Trips,608.58
MEA,Middle-East&Africa,IS,IS-01,IS,400001,Travel-Hotels,356.84
MEA,Middle-East&Africa,IS,IS-01,IS,500000,Professional-Services-Consultants,40256.28
MEA,Middle-East&Africa,IS,IS-01,IS,600000,Legal-Consultants,43938.14
MEA,Middle-East&Africa,IS,IS-01,IS,600001,Legal-Corporate Fees,26969.63
MEA,Middle-East&Africa,IS,IS-01,IS,600002,Legal-Employment Fees,3008.23
MEA,Middle-East&Africa,IS,IS-01,IS,700000,IT-Application-On-Premise,1152.11
MEA,Middle-East&Africa,IS,IS-01,IS,700001,IT-Application-Subscription,9440.16
MEA,Middle-East&Africa,IS,IS-01,IS,700002,IT-Infrastructure,4597.06
MEA,Middle-East&Africa,IS,IS-01,IS,700003,IT-Consultant-System Implementation,9947.39
MEA,Middle-East&Africa,IS,IS-01,IS,800000,Facilities-Offices,9969.95
MEA,Middle-East&Africa,IS,IS-01,IS,800001,Facilities-Supplies,8161.76
MEA,Middle-East&Africa,IS,IS-01,IS,800002,Facilities-Supplies,169.39
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,100000,Salary,80257.59
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,100001,Benefits,20866.97
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,200000,Contractors,56372.46
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,400000,Travel-Trips,39.02
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,400001,Travel-Hotels,996.04
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,500000,Professional-Services-Consultants,42458.86
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,600000,Legal-Consultants,4916.14
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,600001,Legal-Corporate Fees,44026.87
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,600002,Legal-Employment Fees,22145.64
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,700000,IT-Application-On-Premise,9849.93
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,700001,IT-Application-Subscription,9263.78
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,700002,IT-Infrastructure,9483.89
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,700003,IT-Consultant-System Implementation,580.83
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,800000,Facilities-Offices,5408.22
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,800001,Facilities-Supplies,8019.92
MEA,Middle-East&Africa,Exec-Office,Exec-Office-01,Exec-Office,800002,Facilities-Supplies,813.3
MEA,Middle-East&Africa,LEG,LEG-01,Legal,100000,Salary,39347.15
MEA,Middle-East&Africa,LEG,LEG-01,Legal,100001,Benefits,10230.26
MEA,Middle-East&Africa,LEG,LEG-01,Legal,200000,Contractors,19132.09
MEA,Middle-East&Africa,LEG,LEG-01,Legal,400000,Travel-Trips,314.11
MEA,Middle-East&Africa,LEG,LEG-01,Legal,400001,Travel-Hotels,511.2
MEA,Middle-East&Africa,LEG,LEG-01,Legal,500000,Professional-Services-Consultants,35813.97
MEA,Middle-East&Africa,LEG,LEG-01,Legal,600000,Legal-Consultants,38323.32
MEA,Middle-East&Africa,LEG,LEG-01,Legal,600001,Legal-Corporate Fees,5164.59
MEA,Middle-East&Africa,LEG,LEG-01,Legal,600002,Legal-Employment Fees,21890.78
MEA,Middle-East&Africa,LEG,LEG-01,Legal,700000,IT-Application-On-Premise,4153.98
MEA,Middle-East&Africa,LEG,LEG-01,Legal,700001,IT-Application-Subscription,489.74
MEA,Middle-East&Africa,LEG,LEG-01,Legal,700002,IT-Infrastructure,4852.46
MEA,Middle-East&Africa,LEG,LEG-01,Legal,700003,IT-Consultant-System Implementation,9081.08
MEA,Middle-East&Africa,LEG,LEG-01,Legal,800000,Facilities-Offices,2706.32
MEA,Middle-East&Africa,LEG,LEG-01,Legal,800001,Facilities-Supplies,8446
MEA,Middle-East&Africa,LEG,LEG-01,Legal,800002,Facilities-Supplies,4556.46
MEA,Middle-East&Africa,TAX,TAX-01,Tax,100000,Salary,48659.74
MEA,Middle-East&Africa,TAX,TAX-01,Tax,100001,Benefits,12651.53
MEA,Middle-East&Africa,TAX,TAX-01,Tax,200000,Contractors,66722.26
MEA,Middle-East&Africa,TAX,TAX-01,Tax,400000,Travel-Trips,518.32
MEA,Middle-East&Africa,TAX,TAX-01,Tax,400001,Travel-Hotels,171.74
MEA,Middle-East&Africa,TAX,TAX-01,Tax,500000,Professional-Services-Consultants,36091.48
MEA,Middle-East&Africa,TAX,TAX-01,Tax,600000,Legal-Consultants,3791.62
MEA,Middle-East&Africa,TAX,TAX-01,Tax,600001,Legal-Corporate Fees,16438.9
MEA,Middle-East&Africa,TAX,TAX-01,Tax,600002,Legal-Employment Fees,36075.23
MEA,Middle-East&Africa,TAX,TAX-01,Tax,700000,IT-Application-On-Premise,9917.88
MEA,Middle-East&Africa,TAX,TAX-01,Tax,700001,IT-Application-Subscription,5541.32
MEA,Middle-East&Africa,TAX,TAX-01,Tax,700002,IT-Infrastructure,3396.94
MEA,Middle-East&Africa,TAX,TAX-01,Tax,700003,IT-Consultant-System Implementation,5121.68
MEA,Middle-East&Africa,TAX,TAX-01,Tax,800000,Facilities-Offices,9071.12
MEA,Middle-East&Africa,TAX,TAX-01,Tax,800001,Facilities-Supplies,9127.95
MEA,Middle-East&Africa,TAX,TAX-01,Tax,800002,Facilities-Supplies,3428.66
CHN,China,Sales,Sales-01,Sales-Direct,100000,Salary,23484.03
CHN,China,Sales,Sales-01,Sales-Direct,100001,Benefits,6105.85
CHN,China,Sales,Sales-01,Sales-Direct,200000,Contractors,4438.96
CHN,China,Sales,Sales-01,Sales-Direct,400000,Travel-Trips,66.73
CHN,China,Sales,Sales-01,Sales-Direct,400001,Travel-Hotels,38.9
CHN,China,Sales,Sales-01,Sales-Direct,500000,Professional-Services-Consultants,5793.95
CHN,China,Sales,Sales-01,Sales-Direct,600000,Legal-Consultants,35395.46
CHN,China,Sales,Sales-01,Sales-Direct,600001,Legal-Corporate Fees,39383.06
CHN,China,Sales,Sales-01,Sales-Direct,600002,Legal-Employment Fees,25033.53
CHN,China,Sales,Sales-01,Sales-Direct,700000,IT-Application-On-Premise,3460.84
CHN,China,Sales,Sales-01,Sales-Direct,700001,IT-Application-Subscription,7483.95
CHN,China,Sales,Sales-01,Sales-Direct,700002,IT-Infrastructure,2482.65
CHN,China,Sales,Sales-01,Sales-Direct,700003,IT-Consultant-System Implementation,5112.63
CHN,China,Sales,Sales-01,Sales-Direct,800000,Facilities-Offices,7410.03
CHN,China,Sales,Sales-01,Sales-Direct,800001,Facilities-Supplies,3709.12
CHN,China,Sales,Sales-01,Sales-Direct,800002,Facilities-Supplies,4408.2
CHN,China,Sales,Sales-02,Sales-Partners,100000,Salary,62460.91
CHN,China,Sales,Sales-02,Sales-Partners,100001,Benefits,16239.84
CHN,China,Sales,Sales-02,Sales-Partners,200000,Contractors,95750.41
CHN,China,Sales,Sales-02,Sales-Partners,400000,Travel-Trips,980.82
CHN,China,Sales,Sales-02,Sales-Partners,400001,Travel-Hotels,267.88
CHN,China,Sales,Sales-02,Sales-Partners,500000,Professional-Services-Consultants,36841.36
CHN,China,Sales,Sales-02,Sales-Partners,600000,Legal-Consultants,19625.58
CHN,China,Sales,Sales-02,Sales-Partners,600001,Legal-Corporate Fees,18372.5
CHN,China,Sales,Sales-02,Sales-Partners,600002,Legal-Employment Fees,2252.97
CHN,China,Sales,Sales-02,Sales-Partners,700000,IT-Application-On-Premise,466.97
CHN,China,Sales,Sales-02,Sales-Partners,700001,IT-Application-Subscription,8571.94
CHN,China,Sales,Sales-02,Sales-Partners,700002,IT-Infrastructure,6517.94
CHN,China,Sales,Sales-02,Sales-Partners,700003,IT-Consultant-System Implementation,9376.62
CHN,China,Sales,Sales-02,Sales-Partners,800000,Facilities-Offices,1398.88
CHN,China,Sales,Sales-02,Sales-Partners,800001,Facilities-Supplies,3628.15
CHN,China,Sales,Sales-02,Sales-Partners,800002,Facilities-Supplies,8848.37
CHN,China,Sales,Sales-03,Sales-Online,100000,Salary,28071.23
CHN,China,Sales,Sales-03,Sales-Online,100001,Benefits,7298.52
CHN,China,Sales,Sales-03,Sales-Online,200000,Contractors,40968.45
CHN,China,Sales,Sales-03,Sales-Online,400000,Travel-Trips,664.36
CHN,China,Sales,Sales-03,Sales-Online,400001,Travel-Hotels,551.96
CHN,China,Sales,Sales-03,Sales-Online,500000,Professional-Services-Consultants,20232
CHN,China,Sales,Sales-03,Sales-Online,600000,Legal-Consultants,17436.68
CHN,China,Sales,Sales-03,Sales-Online,600001,Legal-Corporate Fees,13332.11
CHN,China,Sales,Sales-03,Sales-Online,600002,Legal-Employment Fees,2125.78
CHN,China,Sales,Sales-03,Sales-Online,700000,IT-Application-On-Premise,1600.07
CHN,China,Sales,Sales-03,Sales-Online,700001,IT-Application-Subscription,1228.75
CHN,China,Sales,Sales-03,Sales-Online,700002,IT-Infrastructure,5203.96
CHN,China,Sales,Sales-03,Sales-Online,700003,IT-Consultant-System Implementation,7600.48
CHN,China,Sales,Sales-03,Sales-Online,800000,Facilities-Offices,6990.44
CHN,China,Sales,Sales-03,Sales-Online,800001,Facilities-Supplies,8061.59
CHN,China,Sales,Sales-03,Sales-Online,800002,Facilities-Supplies,9981.59
CHN,China,Sales,Sales-04,Sales-Ops,100000,Salary,14849.78
CHN,China,Sales,Sales-04,Sales-Ops,100001,Benefits,3860.94
CHN,China,Sales,Sales-04,Sales-Ops,200000,Contractors,38863.79
CHN,China,Sales,Sales-04,Sales-Ops,400000,Travel-Trips,916.97
CHN,China,Sales,Sales-04,Sales-Ops,400001,Travel-Hotels,163.8
CHN,China,Sales,Sales-04,Sales-Ops,500000,Professional-Services-Consultants,3344.63
CHN,China,Sales,Sales-04,Sales-Ops,600000,Legal-Consultants,11230.23
CHN,China,Sales,Sales-04,Sales-Ops,600001,Legal-Corporate Fees,19434.14
CHN,China,Sales,Sales-04,Sales-Ops,600002,Legal-Employment Fees,44348.76
CHN,China,Sales,Sales-04,Sales-Ops,700000,IT-Application-On-Premise,144.4
CHN,China,Sales,Sales-04,Sales-Ops,700001,IT-Application-Subscription,9995.28
CHN,China,Sales,Sales-04,Sales-Ops,700002,IT-Infrastructure,9001.14
CHN,China,Sales,Sales-04,Sales-Ops,700003,IT-Consultant-System Implementation,2517.13
CHN,China,Sales,Sales-04,Sales-Ops,800000,Facilities-Offices,7006.42
CHN,China,Sales,Sales-04,Sales-Ops,800001,Facilities-Supplies,8557.61
CHN,China,Sales,Sales-04,Sales-Ops,800002,Facilities-Supplies,9342.44
CHN,China,Sales,Sales-05,Sales-Exec,100000,Salary,17811.33
CHN,China,Sales,Sales-05,Sales-Exec,100001,Benefits,4630.95
CHN,China,Sales,Sales-05,Sales-Exec,200000,Contractors,33642.66
CHN,China,Sales,Sales-05,Sales-Exec,400000,Travel-Trips,556.49
CHN,China,Sales,Sales-05,Sales-Exec,400001,Travel-Hotels,995.24
CHN,China,Sales,Sales-05,Sales-Exec,500000,Professional-Services-Consultants,44287.77
CHN,China,Sales,Sales-05,Sales-Exec,600000,Legal-Consultants,6581.34
CHN,China,Sales,Sales-05,Sales-Exec,600001,Legal-Corporate Fees,7190.81
CHN,China,Sales,Sales-05,Sales-Exec,600002,Legal-Employment Fees,25451.48
CHN,China,Sales,Sales-05,Sales-Exec,700000,IT-Application-On-Premise,3619.39
CHN,China,Sales,Sales-05,Sales-Exec,700001,IT-Application-Subscription,3392.31
CHN,China,Sales,Sales-05,Sales-Exec,700002,IT-Infrastructure,1218.15
CHN,China,Sales,Sales-05,Sales-Exec,700003,IT-Consultant-System Implementation,7353.95
CHN,China,Sales,Sales-05,Sales-Exec,800000,Facilities-Offices,555.41
CHN,China,Sales,Sales-05,Sales-Exec,800001,Facilities-Supplies,9386.75
CHN,China,Sales,Sales-05,Sales-Exec,800002,Facilities-Supplies,4809.42
CHN,China,Marketing,Marketing-01,Marketing-Events,100000,Salary,21957.35
CHN,China,Marketing,Marketing-01,Marketing-Events,100001,Benefits,5708.91
CHN,China,Marketing,Marketing-01,Marketing-Events,200000,Contractors,50195.7
CHN,China,Marketing,Marketing-01,Marketing-Events,400000,Travel-Trips,70.45
CHN,China,Marketing,Marketing-01,Marketing-Events,400001,Travel-Hotels,255.38
CHN,China,Marketing,Marketing-01,Marketing-Events,500000,Professional-Services-Consultants,43904.06
CHN,China,Marketing,Marketing-01,Marketing-Events,600000,Legal-Consultants,16239.7
CHN,China,Marketing,Marketing-01,Marketing-Events,600001,Legal-Corporate Fees,17879.23
CHN,China,Marketing,Marketing-01,Marketing-Events,600002,Legal-Employment Fees,23478.65
CHN,China,Marketing,Marketing-01,Marketing-Events,700000,IT-Application-On-Premise,2517.46
CHN,China,Marketing,Marketing-01,Marketing-Events,700001,IT-Application-Subscription,8859.4
CHN,China,Marketing,Marketing-01,Marketing-Events,700002,IT-Infrastructure,4296.79
CHN,China,Marketing,Marketing-01,Marketing-Events,700003,IT-Consultant-System Implementation,2453.55
CHN,China,Marketing,Marketing-01,Marketing-Events,800000,Facilities-Offices,6297.22
CHN,China,Marketing,Marketing-01,Marketing-Events,800001,Facilities-Supplies,8374.19
CHN,China,Marketing,Marketing-01,Marketing-Events,800002,Facilities-Supplies,9376.93
CHN,China,Marketing,Marketing-02,Marketing-Research,100000,Salary,68542.97
CHN,China,Marketing,Marketing-02,Marketing-Research,100001,Benefits,17821.17
CHN,China,Marketing,Marketing-02,Marketing-Research,200000,Contractors,83827.06
CHN,China,Marketing,Marketing-02,Marketing-Research,400000,Travel-Trips,312.86
CHN,China,Marketing,Marketing-02,Marketing-Research,400001,Travel-Hotels,267.27
CHN,China,Marketing,Marketing-02,Marketing-Research,500000,Professional-Services-Consultants,37938.27
CHN,China,Marketing,Marketing-02,Marketing-Research,600000,Legal-Consultants,21126.63
CHN,China,Marketing,Marketing-02,Marketing-Research,600001,Legal-Corporate Fees,39743.49
CHN,China,Marketing,Marketing-02,Marketing-Research,600002,Legal-Employment Fees,523.8
CHN,China,Marketing,Marketing-02,Marketing-Research,700000,IT-Application-On-Premise,4504.07
CHN,China,Marketing,Marketing-02,Marketing-Research,700001,IT-Application-Subscription,9570.82
CHN,China,Marketing,Marketing-02,Marketing-Research,700002,IT-Infrastructure,3549.16
CHN,China,Marketing,Marketing-02,Marketing-Research,700003,IT-Consultant-System Implementation,9260.64
CHN,China,Marketing,Marketing-02,Marketing-Research,800000,Facilities-Offices,4153.76
CHN,China,Marketing,Marketing-02,Marketing-Research,800001,Facilities-Supplies,940.71
CHN,China,Marketing,Marketing-02,Marketing-Research,800002,Facilities-Supplies,3083.39
CHN,China,Marketing,Marketing-03,Marketing-PR,100000,Salary,49067.06
CHN,China,Marketing,Marketing-03,Marketing-PR,100001,Benefits,12757.44
CHN,China,Marketing,Marketing-03,Marketing-PR,200000,Contractors,19660.11
CHN,China,Marketing,Marketing-03,Marketing-PR,400000,Travel-Trips,865.4
CHN,China,Marketing,Marketing-03,Marketing-PR,400001,Travel-Hotels,331.3
CHN,China,Marketing,Marketing-03,Marketing-PR,500000,Professional-Services-Consultants,27661.13
CHN,China,Marketing,Marketing-03,Marketing-PR,600000,Legal-Consultants,14826.75
CHN,China,Marketing,Marketing-03,Marketing-PR,600001,Legal-Corporate Fees,30077.26
CHN,China,Marketing,Marketing-03,Marketing-PR,600002,Legal-Employment Fees,10715.24
CHN,China,Marketing,Marketing-03,Marketing-PR,700000,IT-Application-On-Premise,340.93
CHN,China,Marketing,Marketing-03,Marketing-PR,700001,IT-Application-Subscription,523.6
CHN,China,Marketing,Marketing-03,Marketing-PR,700002,IT-Infrastructure,7308.89
CHN,China,Marketing,Marketing-03,Marketing-PR,700003,IT-Consultant-System Implementation,2315.19
CHN,China,Marketing,Marketing-03,Marketing-PR,800000,Facilities-Offices,2555.2
CHN,China,Marketing,Marketing-03,Marketing-PR,800001,Facilities-Supplies,4747.29
CHN,China,Marketing,Marketing-03,Marketing-PR,800002,Facilities-Supplies,1384.81
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,100000,Salary,22311.98
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,100001,Benefits,5801.11
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,200000,Contractors,68235.31
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,400000,Travel-Trips,701.81
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,400001,Travel-Hotels,419.45
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,500000,Professional-Services-Consultants,20900.86
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,600000,Legal-Consultants,20250.93
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,600001,Legal-Corporate Fees,11225.34
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,600002,Legal-Employment Fees,5333.82
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,700000,IT-Application-On-Premise,6320.17
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,700001,IT-Application-Subscription,9596.28
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,700002,IT-Infrastructure,9776.98
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,700003,IT-Consultant-System Implementation,7436.88
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,800000,Facilities-Offices,5378.57
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,800001,Facilities-Supplies,4206.11
CHN,China,Product-Mgmt,Product-Mgmt-01,Product-Management,800002,Facilities-Supplies,3763.53
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,100000,Salary,46900.6
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,100001,Benefits,12194.16
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,200000,Contractors,75621.27
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,400000,Travel-Trips,712.55
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,400001,Travel-Hotels,68.33
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,500000,Professional-Services-Consultants,28674.06
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,600000,Legal-Consultants,11722.25
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,600001,Legal-Corporate Fees,9657.4
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,600002,Legal-Employment Fees,3745.32
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,700000,IT-Application-On-Premise,382.53
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,700001,IT-Application-Subscription,1660.93
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,700002,IT-Infrastructure,9809.71
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,700003,IT-Consultant-System Implementation,9227.11
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,800000,Facilities-Offices,1069.17
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,800001,Facilities-Supplies,1706.71
CHN,China,R&D,R&D-01,R&D-Infrastructure Developmet,800002,Facilities-Supplies,6317.81
CHN,China,R&D,R&D-02,R&D-Applications Development,100000,Salary,84026
